price,live_rooms,live_square,map_city,map_lat,map_lon,year,house_complex_name,flat_floor,house_floor_num,flat_building,flat_renovation,live_furniture,flat_toilet,mortgage,flat_priv_dorm
45000000,1,41,алматы,43.212070599536,76.878044385594,2015,695.0,11.0,14.0,3.0,1.0,1.0,2.0,0.0,2.0
40000000,2,60,алматы,43.285477,76.960233,2019,3333.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0
69000000,3,117,алматы,43.244091466174,76.876414440703,2007,640.0,19.0,20.0,3.0,2.0,2.0,3.0,0.0,2.0
30000000,2,43,алматы,43.268661,76.939393,1960,692.0,2.0,3.0,1.0,4.0,2.0,2.0,0.0,2.0
22500000,1,40,алматы,43.279864216306,76.822676332334,2015,1622.0,8.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
31000000,2,60,алматы,43.232217506387,76.836766314154,2010,1622.0,6.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
50000000,2,46,алматы,43.267274365552,76.927917259836,2023,2146.0,6.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
42000000,3,71,алматы,43.271805,76.936177,1977,1124.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0
60000000,2,70,алматы,43.195581,76.89383,2012,2379.0,18.0,18.0,3.0,2.0,1.0,2.0,0.0,2.0
41000000,2,54,алматы,43.219964658624,76.835465046097,2017,1131.0,1.0,12.0,2.0,2.0,3.0,2.0,0.0,2.0
15500000,1,35,алматы,43.209059541386,76.7845168711,2025,3172.0,8.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
23500000,1,31,алматы,43.236291742565,76.857739813492,1972,3194.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
53500000,3,79,алматы,43.221668,76.848034,1993,896.0,1.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
75000000,3,115,алматы,43.242568,76.906658,2006,1749.0,12.0,13.0,3.0,4.0,3.0,2.0,0.0,2.0
84500000,3,73,алматы,43.244050461871,76.92289531231,2021,1324.0,10.0,13.0,3.0,1.0,1.0,3.0,0.0,2.0
39500000,2,57,алматы,43.216353,76.890048,2016,349.0,1.0,12.0,3.0,1.0,2.0,1.0,0.0,2.0
48000000,1,63,алматы,43.241531,76.877553,2012,1601.0,1.0,18.0,3.0,1.0,2.0,2.0,0.0,2.0
25500000,1,40,алматы,43.235007224961,76.829356744705,1990,1141.0,3.0,5.0,2.0,4.0,2.0,2.0,0.0,2.0
39500000,2,97,алматы,43.226384,76.792832,2012,92.0,14.0,16.0,3.0,1.0,2.0,2.0,0.0,2.0
31500000,2,48,алматы,43.211056708933,76.85806289618,2021,1601.0,4.0,13.0,3.0,4.0,3.0,2.0,0.0,2.0
29000000,2,45,алматы,43.224407,76.892986,1961,193.0,4.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0
36500000,1,41,алматы,43.252504,76.907179,1973,1701.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0
19450000,1,30,алматы,43.286933,77.004107,2019,1099.0,7.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
19000000,1,40,алматы,43.355931,76.920941,2009,1959.0,5.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
27500000,1,33,алматы,43.246970041536,76.852302446655,2021,2129.0,3.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
16999999,1,19,алматы,43.25991,76.922558,1976,2226.0,4.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0
17000000,1,23,алматы,43.22329,76.897073,1983,1601.0,4.0,5.0,2.0,4.0,2.0,2.0,0.0,1.0
35000000,2,55,алматы,43.266703547161,76.820246998224,2020,1117.0,1.0,12.0,3.0,2.0,1.0,2.0,0.0,2.0
65000000,3,135,алматы,43.244025184175,76.876788876034,2011,640.0,13.0,19.0,3.0,2.0,1.0,3.0,0.0,2.0
21500000,1,33,алматы,43.237833,76.84074,1976,1320.0,3.0,5.0,2.0,4.0,2.0,2.0,0.0,2.0
59000000,2,62,алматы,43.231211706842,76.884295136245,2016,1632.0,2.0,17.0,3.0,1.0,2.0,2.0,0.0,2.0
20500000,1,31,алматы,43.314392870365,76.896888141299,2022,2036.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0
26999995,1,33,алматы,43.262444,76.960476,1986,2495.0,5.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0
41500000,2,56,алматы,43.200254,76.878244,1977,2333.0,6.0,8.0,2.0,1.0,2.0,1.0,0.0,2.0
42000000,3,76,алматы,43.213914774889,76.789336410704,2018,1601.0,8.0,9.0,3.0,1.0,2.0,3.0,0.0,2.0
29000000,2,58,алматы,43.24727,76.840245,1975,461.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0
30500000,3,61,алматы,43.321881635239,76.916427710312,1983,1601.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0
32000000,1,32,алматы,43.196337,76.906981,1977,3293.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
46000000,3,54,алматы,43.243632,76.945025,1959,52.0,4.0,4.0,1.0,4.0,3.0,2.0,0.0,2.0
16000000,1,30,алматы,43.305332,77.00479,2016,1601.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0
35000000,3,70,алматы,43.363921,76.993615,1982,3417.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0
29500000,2,43,алматы,43.225471,76.892123,1961,1812.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
49000000,2,50,алматы,43.263411148412,76.932267657507,2024,2758.0,8.0,10.0,3.0,4.0,2.0,2.0,0.0,2.0
42000000,1,38,алматы,43.246285373798,76.924051217696,2025,1536.0,12.0,12.0,3.0,2.0,1.0,2.0,0.0,2.0
27000000,1,35,алматы,43.261104418202,76.930300914253,1974,3311.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
57000000,2,60,алматы,43.217942866354,76.903020324888,2023,2627.0,4.0,17.0,3.0,1.0,2.0,2.0,0.0,2.0
46700000,4,78,алматы,43.255807024623,76.885812512018,1979,601.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0
29500000,2,46,алматы,43.248912,76.889841,1978,1165.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
51000000,3,75,алматы,43.267112,76.952975,1981,1601.0,2.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
66000000,1,51,алматы,43.211365939247,76.897194385529,2021,1125.0,16.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
68500000,4,80,алматы,43.229255,76.95417,1990,1601.0,7.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
52000000,2,60,алматы,43.205809350259,76.887233132229,2016,123.0,6.0,16.0,3.0,1.0,2.0,2.0,0.0,2.0
15500000,1,20,алматы,43.224249,76.90037,1977,2328.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0
29500000,2,56,алматы,43.260790445558,76.823456661376,2019,1004.0,10.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
40300000,2,61,алматы,43.288455087187,76.988109140778,2018,934.0,5.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
54999900,3,100,алматы,43.236661809115,76.881581654828,2024,2555.0,9.0,20.0,3.0,6.0,2.0,2.0,0.0,2.0
34500000,2,41,алматы,43.257126,76.949301,1967,296.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0
41000000,2,67,алматы,43.249614,76.870429,2007,2107.0,7.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0
65000000,3,80,алматы,43.221845,76.852121,2021,1462.0,12.0,13.0,3.0,1.0,2.0,2.0,0.0,2.0
28100000,1,33,алматы,43.266683490368,76.81932526347,2024,2611.0,7.0,12.0,2.0,1.0,2.0,2.0,0.0,2.0
41500000,3,60,алматы,43.266119359767,76.936404852091,1972,1601.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,2.0
31000000,2,58,алматы,43.226673,76.845222,2010,822.0,6.0,6.0,3.0,1.0,1.0,1.0,0.0,2.0
26000000,2,58,алматы,43.322581807275,77.028633381616,2020,624.0,7.0,12.0,3.0,4.0,2.0,1.0,0.0,2.0
55000000,3,83,алматы,43.218613689739,76.897302151023,1973,313.0,5.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0
76000000,3,85,алматы,43.211532508786,76.849017840717,2022,489.0,5.0,20.0,3.0,1.0,1.0,2.0,0.0,2.0
23000000,2,60,алматы,43.231396,76.755121,2014,1972.0,6.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
32000000,3,76,алматы,43.221705980823,76.786440765848,2019,1124.0,6.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
33000000,2,40,алматы,43.224417890887,76.890944093254,1969,3319.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0
34000000,3,60,алматы,43.211622,76.859658,1975,779.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0
34500000,2,49,алматы,43.237878834737,76.90525241468,1981,670.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0
32000000,2,46,алматы,43.222991009045,76.896706490736,1986,1601.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0
21000000,1,35,алматы,43.230566247582,76.783384024467,2020,1209.0,5.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
57000000,3,76,алматы,43.239206,76.833095,1989,1601.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0
65000000,3,80,алматы,43.231198493473,76.875074249725,2017,751.0,1.0,12.0,3.0,2.0,2.0,1.0,0.0,2.0
53000000,3,74,алматы,43.222541,76.83791,1990,1689.0,3.0,9.0,2.0,2.0,3.0,1.0,0.0,2.0
54000000,2,80,алматы,43.220997,76.843174,2018,1495.0,8.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0
36000000,2,45,алматы,43.259671190969,76.934242965606,1968,1601.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0
27000000,2,46,алматы,43.25271632242,76.863202492565,2024,2523.0,1.0,13.0,3.0,1.0,2.0,2.0,0.0,2.0
14800000,1,38,алматы,43.356337,76.922531,2021,1601.0,1.0,9.0,3.0,6.0,3.0,2.0,0.0,2.0
40500000,2,60,алматы,43.233537,76.892815,1986,1601.0,8.0,9.0,1.0,2.0,2.0,1.0,0.0,2.0
35000000,2,52,алматы,43.273102702664,76.814599024015,2024,2147.0,1.0,12.0,3.0,5.0,2.0,2.0,0.0,2.0
38000000,3,60,алматы,43.261033,76.91839,1978,1601.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0
24500000,1,40,алматы,43.235197389985,76.839842966934,1984,3006.0,9.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
36500000,2,52,алматы,43.222851668705,76.897856121072,1987,1433.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
72000000,3,90,алматы,43.264647548148,76.963307264544,1971,2319.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0
29500000,2,46,алматы,43.248912,76.889841,1978,1117.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
23000000,2,47,алматы,43.210636437991,76.784398661546,2025,3172.0,8.0,9.0,3.0,6.0,2.0,2.0,0.0,2.0
17500000,1,38,алматы,43.230324044112,76.783371873326,2024,1509.0,7.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
60000000,3,104,алматы,43.212400144585,76.980832743642,2025,5.0,2.0,9.0,2.0,6.0,2.0,2.0,0.0,2.0
37000000,2,65,алматы,43.245000760889,76.876989186782,2012,3313.0,12.0,18.0,3.0,1.0,1.0,2.0,0.0,2.0
20500000,1,30,алматы,43.339191887615,76.952357504299,1960,1846.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0
30555000,2,39,алматы,43.228243,76.915228,1963,2199.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0
63000000,3,84,алматы,43.267022665806,76.94476446102,1977,20.0,3.0,9.0,2.0,4.0,2.0,1.0,0.0,2.0
61000000,2,78,алматы,43.262232879475,76.917781620405,2020,1542.0,7.0,13.0,3.0,1.0,2.0,2.0,0.0,2.0
48000000,2,62,алматы,43.267796317297,76.925256130626,2024,2505.0,4.0,12.0,3.0,6.0,3.0,2.0,0.0,2.0
35000000,3,76,алматы,43.307464,76.839769,2015,872.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,2.0
15000000,2,43,алматы,43.319710087159,76.987119912992,2024,2663.0,6.0,9.0,3.0,6.0,2.0,2.0,0.0,2.0
21500000,1,33,алматы,43.343524352884,76.984404220833,1977,16.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0
82000000,3,68,алматы,43.216799,76.963737,1970,2330.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0
53000000,2,65,алматы,43.230240733539,76.879911637995,2020,983.0,11.0,12.0,3.0,1.0,1.0,1.0,1.0,2.0
62000000,3,75,алматы,43.23720638941,76.893759907419,2016,876.0,13.0,18.0,3.0,1.0,2.0,2.0,0.0,2.0
33000000,2,60,алматы,43.263527,76.82218,2019,1401.0,10.0,12.0,3.0,1.0,1.0,3.0,0.0,2.0
35000000,3,59,алматы,43.252668,76.872163,1973,2375.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0
82000000,3,77,алматы,43.197542738429,76.895292330433,2020,1478.0,12.0,14.0,3.0,1.0,1.0,3.0,0.0,2.0
36000000,2,53,алматы,43.249825,76.871704,1989,1601.0,4.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0
42000000,3,95,алматы,43.29567538788,76.831488723779,2024,2690.0,3.0,5.0,3.0,5.0,2.0,2.0,0.0,2.0
23000000,2,41,алматы,43.319404050079,76.840752887132,2019,290.0,5.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0
41990000,2,50,алматы,43.26461,76.962991,1977,2236.0,4.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0
50000000,2,52,алматы,43.205707120483,76.886336803436,2015,123.0,12.0,15.0,3.0,2.0,2.0,2.0,0.0,2.0
84900000,3,110,алматы,43.259365,76.942429,1965,2009.0,2.0,7.0,1.0,2.0,2.0,1.0,0.0,2.0
65000000,1,50,алматы,43.207909039956,76.895041477282,2021,1481.0,4.0,17.0,3.0,1.0,1.0,2.0,0.0,2.0
77000000,2,70,алматы,43.208869,76.895016,2021,3070.0,4.0,6.0,3.0,2.0,1.0,2.0,0.0,2.0
35500000,3,76,алматы,43.265765990798,76.899751875098,2008,71.0,8.0,8.0,3.0,1.0,2.0,2.0,0.0,2.0
29500000,2,44,алматы,43.245208,76.890632,1977,2892.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
20000000,1,36,алматы,43.221705980823,76.786440765848,2019,1124.0,6.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0
69000000,2,76,алматы,43.227798498906,76.88536594687,2025,607.0,2.0,9.0,3.0,5.0,2.0,2.0,0.0,2.0
42000000,2,58,алматы,43.182918131032,76.856757032854,2023,1898.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0
77500000,4,115,алматы,43.21372086614,76.873955726624,2018,1060.0,2.0,17.0,3.0,2.0,2.0,3.0,0.0,2.0
55000000,3,86,алматы,43.248187186575,76.853275170877,2022,2129.0,9.0,10.0,3.0,1.0,3.0,2.0,0.0,2.0
27500000,2,48,алматы,43.241439,76.810278,2020,871.0,9.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
29500000,2,55,алматы,43.272435,76.892806,2015,2503.0,1.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
30500000,2,46,алматы,43.226673,76.845222,1991,1097.0,9.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
42000000,2,63,алматы,43.16974607729,76.872367858887,2010,120.0,8.0,10.0,3.0,2.0,3.0,2.0,0.0,2.0
19500000,1,35,алматы,43.361614,76.992025,1989,1495.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
34500000,3,58,алматы,43.224013,76.892321,1966,2080.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0
38000000,2,54,алматы,43.2549,76.870231,1988,1849.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
60000000,2,52,алматы,43.229800361494,76.954505457672,1991,1601.0,5.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
30800000,2,44,алматы,43.248367,76.890524,1977,2072.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
26700000,1,40,алматы,43.207381695114,76.788836474522,2021,1785.0,1.0,9.0,3.0,2.0,1.0,2.0,0.0,2.0
41000000,2,58,алматы,43.221009696864,76.886923955006,2023,1959.0,3.0,14.0,3.0,6.0,3.0,2.0,0.0,2.0
32500000,2,43,алматы,43.261061924766,76.92513150212,1975,1601.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
53500000,3,130,алматы,43.22197,76.794342,2012,92.0,9.0,16.0,3.0,1.0,2.0,3.0,0.0,2.0
47500000,2,51,алматы,43.236044543786,76.88819016606,2018,997.0,7.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
35500000,2,60,алматы,43.248945,76.866809,2015,52.0,9.0,15.0,3.0,1.0,2.0,2.0,0.0,2.0
40000000,2,63,алматы,43.241340485664,76.810090851075,2010,11.0,4.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
48000000,2,49,алматы,43.26923458032,76.946036133428,2024,1440.0,10.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
30500000,2,72,алматы,43.322654473039,77.017905275369,2025,1549.0,3.0,9.0,3.0,6.0,2.0,1.0,0.0,2.0
35500000,3,54,алматы,43.237817312272,76.832046094581,1982,433.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
32000000,1,41,алматы,43.235613,76.831756,1988,1417.0,6.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
19000000,1,40,алматы,43.356026902296,76.921222631947,2009,444.0,5.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
29500000,2,40,алматы,43.213665,76.887757,1962,2774.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0
56000000,2,75,алматы,43.199998640021,76.890745616691,2014,72.0,18.0,25.0,3.0,1.0,2.0,2.0,0.0,2.0
43000000,3,75,алматы,43.212082415388,76.792831277386,2019,1959.0,6.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0
46000000,4,82,алматы,43.199918,76.841476,1994,323.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0
15900000,1,33,алматы,43.208753104049,76.784228201037,2025,2218.0,9.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
66500000,3,75,алматы,43.217588011385,76.878253893997,2025,3426.0,5.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
47000000,3,91,алматы,43.307503959628,76.901038607269,1974,1124.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0
85000000,3,133,алматы,43.242596250605,76.875983722435,2011,640.0,18.0,20.0,3.0,1.0,1.0,2.0,0.0,2.0
64000000,2,69,алматы,43.201283503691,76.901781243169,2023,2080.0,19.0,20.0,3.0,6.0,2.0,2.0,0.0,2.0
57000000,4,82,алматы,43.227902,76.888772,1990,2652.0,5.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0
35000000,2,65,алматы,43.20718,76.787101,2021,1305.0,2.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
29500000,2,42,алматы,43.209657,76.86954,1962,1886.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0
38500000,2,45,алматы,43.217588011385,76.878253893997,2025,3426.0,5.0,9.0,3.0,4.0,2.0,2.0,0.0,2.0
82000000,3,77,алматы,43.197542738429,76.895292330433,2020,1478.0,12.0,14.0,3.0,1.0,1.0,3.0,0.0,2.0
28000000,1,30,алматы,43.214421,76.894306,1984,2425.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
17000000,1,23,алматы,43.243205,76.882835,1977,864.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0
40000000,2,71,алматы,43.247017099748,76.853418245605,2020,2129.0,2.0,10.0,3.0,6.0,2.0,2.0,0.0,2.0
33000000,2,43,алматы,43.24439611484,76.901726533729,1978,640.0,3.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
57000000,3,73,алматы,43.256187,76.92334,1967,2543.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0
63000000,4,85,алматы,43.210577,76.915749,1989,1171.0,9.0,12.0,3.0,1.0,1.0,1.0,0.0,2.0
30000000,2,64,алматы,43.35816,76.92351,2010,2099.0,5.0,6.0,3.0,2.0,1.0,1.0,0.0,2.0
37000000,4,75,алматы,43.252484,76.872773,1981,2524.0,4.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0
51500000,3,75,алматы,43.24105516015,76.902970001327,1975,349.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0
30500000,2,53,алматы,43.242065772673,76.833464305557,2000,1625.0,1.0,12.0,3.0,1.0,2.0,1.0,0.0,2.0
82000000,3,82,алматы,43.200182245275,76.901470035822,2023,2080.0,14.0,20.0,3.0,1.0,2.0,2.0,0.0,2.0
64500000,3,88,алматы,43.274502302328,76.815229655076,2024,2147.0,2.0,12.0,3.0,1.0,1.0,3.0,0.0,2.0
33800000,2,52,алматы,43.292701615927,77.008270938516,2022,1069.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
65000000,3,135,алматы,43.24418549372,76.875688047012,2011,640.0,16.0,20.0,3.0,1.0,2.0,2.0,0.0,2.0
22000000,1,43,алматы,43.304774,76.838952,2016,1249.0,4.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0
59000000,2,62,алматы,43.231349216254,76.884026527296,2016,601.0,2.0,17.0,3.0,1.0,2.0,3.0,0.0,2.0
32000000,1,40,алматы,43.238174,76.873914,2012,401.0,20.0,22.0,3.0,1.0,2.0,2.0,0.0,2.0
36500000,1,48,алматы,43.214819466228,76.874148845673,2017,1060.0,7.0,17.0,3.0,2.0,1.0,2.0,0.0,2.0
33000000,2,38,алматы,43.230864,76.959371,1961,1011.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0
51000000,2,51,алматы,43.216365806459,76.900631502145,2022,1987.0,2.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
80000000,3,89,алматы,43.206981097432,76.835113078706,2017,1093.0,8.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0
40000000,1,40,алматы,43.231325668676,76.882417584496,2023,2618.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
20500000,1,36,алматы,43.232868,76.843533,1969,1601.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
25000000,1,44,алматы,43.251350595954,76.862613564364,2025,3177.0,5.0,13.0,3.0,6.0,2.0,2.0,0.0,2.0
17500000,1,40,алматы,43.209059541386,76.7845168711,2025,3172.0,4.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
14000000,1,17,алматы,43.222114,76.857808,1974,1117.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0
33000000,2,40,алматы,43.224565,76.890928,1969,986.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0
77000000,3,112,алматы,43.224119594692,76.842063640198,2005,524.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0
28463900,1,42,алматы,43.261494803805,76.899913108869,2025,1992.0,7.0,15.0,3.0,6.0,2.0,2.0,0.0,2.0
25600000,1,30,алматы,43.199432,76.872603,1976,2335.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
83000000,3,65,алматы,43.247981352907,76.911914101033,1970,1791.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0
84000000,2,56,алматы,43.228303619182,76.940677773393,2023,2031.0,4.0,21.0,3.0,1.0,2.0,2.0,0.0,2.0
23000000,1,33,алматы,43.220038,76.870842,1975,1601.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
65000000,3,85,алматы,43.212320281849,76.855769983098,2020,2308.0,13.0,13.0,3.0,1.0,1.0,3.0,0.0,2.0
28000000,2,55,алматы,43.278697,76.827031,2014,193.0,4.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0
42000000,3,62,алматы,43.261833,76.918462,1973,92.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
25500000,1,35,алматы,43.218649457749,76.839737397484,1990,1428.0,5.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0
18500000,2,40,алматы,43.323675916667,76.838927863754,2018,3026.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,2.0
39500000,2,61,алматы,43.266035,76.892159,2014,1615.0,6.0,9.0,2.0,1.0,2.0,1.0,0.0,2.0
63000000,3,82,алматы,43.218632,76.898259,1984,187.0,2.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
67500000,3,75,алматы,43.216936448274,76.877773547851,2025,3426.0,4.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
38500000,3,58,алматы,43.25385,76.919971,1973,2200.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
40000000,2,63,алматы,43.307149,76.923286,2006,1298.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,2.0
47000000,2,47,алматы,43.214420814818,76.890798099582,2022,1935.0,8.0,13.0,3.0,1.0,1.0,2.0,0.0,2.0
42900000,2,61,алматы,43.226686000433,76.83406112632,1992,225.0,1.0,9.0,3.0,2.0,2.0,1.0,0.0,2.0
22500000,2,48,алматы,43.296536621821,76.831603690379,2024,3245.0,3.0,5.0,3.0,6.0,2.0,2.0,0.0,2.0
39900000,3,71,алматы,43.253451463131,76.884472943793,1980,380.0,5.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0
37000000,3,70,алматы,43.318483807055,77.028642858456,2020,269.0,8.0,12.0,2.0,1.0,1.0,1.0,0.0,2.0
15500000,1,28,алматы,43.221705980823,76.786440765848,2019,1124.0,1.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
71000000,2,70,алматы,43.207351631711,76.927940422418,2025,3040.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0
35000000,3,71,алматы,43.332552,77.059219,1989,1601.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
18300000,1,40,алматы,43.356731,76.919207,2008,2308.0,6.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0
68500000,2,138,алматы,43.244249058671,76.946737961971,1929,123.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0
27000000,1,45,алматы,43.17461864823,76.800693417723,2024,1974.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0
36500000,3,57,алматы,43.225819,76.892123,1961,871.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
30000000,1,41,алматы,43.260408426733,76.812959710942,2017,2070.0,3.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
38000000,3,63,алматы,43.315361008288,76.940505347924,1971,2974.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0
25000000,2,42,алматы,43.208436297216,76.829527818455,2019,2839.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0
23000000,1,38,алматы,43.31240074957,76.986280753792,2024,2236.0,9.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
34000000,1,47,алматы,43.249017,76.88508,1987,984.0,1.0,5.0,2.0,1.0,3.0,1.0,0.0,2.0
21500000,1,33,алматы,43.207180848185,76.787483780426,2020,2224.0,4.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
42000000,2,56,алматы,43.254238262023,76.946217321426,1943,1601.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0
77000000,3,83,алматы,43.204913390049,76.886496041851,2015,123.0,16.0,18.0,3.0,1.0,2.0,2.0,0.0,2.0
